LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
3,0,0,10,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0
7,0,6,15,1,0,0,0,1,4,6,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,0
5,3,16,27,2,0,0,0,4,4,18,1,3,1,4,0,0,0,0,1,0,0,0,3,0,1,0,0,0,19,1,0,0
2,2,18,27,2,0,0,0,4,4,18,1,3,1,4,0,0,0,0,1,0,0,0,3,0,1,0,0,0,19,1,0,0
0,0,18,113,1,0,0,0,7,1,18,4,0,1,1,0,0,3,3,0,0,0,3,0,0,2,0,0,0,9,1,0,0
0,0,3,133,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,1
0,0,3,76,3,1,0,1,1,2,3,0,0,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,18,1,0,0
1,1,3,70,3,2,0,2,1,2,3,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,5,36,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2,0,0
0,0,6,43,1,1,0,1,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,9,0,0
0,0,9,82,0,0,0,0,3,4,9,0,2,1,4,0,0,1,1,0,0,0,2,2,0,2,0,0,0,8,1,0,0
0,0,9,92,0,0,0,0,3,4,9,0,2,1,4,0,0,1,1,0,0,0,2,2,0,2,0,0,0,8,1,0,0
0,0,10,50,3,3,3,0,1,8,10,0,3,7,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,2,0,0
0,0,3,141,1,1,1,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0
0,0,9,102,0,0,0,0,3,4,9,0,2,1,4,0,0,1,1,0,0,0,2,2,0,2,0,0,0,8,1,0,0
3,0,0,153,0,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0
0,0,3,145,0,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0
3,0,0,149,1,0,0,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0
0,0,3,64,3,3,0,3,1,3,3,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
0,0,3,137,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,4,97,3,0,0,0,1,1,4,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,1
0,0,4,27,2,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0
8,0,0,87,2,0,0,0,3,1,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0,0
7,1,9,41,5,1,0,1,2,5,15,0,4,2,5,1,1,0,1,0,0,0,0,7,0,1,0,0,0,20,1,0,1
0,0,19,128,5,2,1,1,3,9,19,0,3,1,9,1,1,1,0,0,0,0,0,11,0,2,0,0,0,15,2,0,0
8,0,0,78,1,0,0,0,3,1,8,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0,0
0,0,19,151,4,1,1,0,4,8,19,1,3,2,8,0,0,1,0,0,1,0,1,10,0,2,0,0,0,18,2,0,0
0,0,7,120,3,2,1,1,1,3,7,0,1,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0
0,0,6,33,1,1,0,1,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,9,0,0
