LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
29,0,25,70,5,0,0,0,4,17,25,1,5,1,17,0,0,1,2,0,0,1,0,6,0,2,1,0,0,65,4,0,1
0,0,10,127,5,2,1,1,2,8,10,0,1,4,8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,15,2,0,1
0,0,2,227,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1
9,0,7,183,4,2,1,1,3,6,7,1,1,2,6,1,1,0,2,0,0,0,1,1,0,1,0,0,0,22,1,0,0
0,0,7,173,3,1,0,1,2,5,7,0,1,1,5,1,1,0,1,0,0,0,0,1,0,1,0,0,0,11,1,0,1
0,0,3,72,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
0,0,10,84,3,0,0,0,2,8,10,0,2,1,8,0,0,0,0,0,0,1,1,3,2,1,0,0,0,30,1,0,1
5,0,9,147,3,3,3,0,7,8,14,1,1,2,8,0,0,0,4,0,1,1,0,2,0,1,0,0,0,28,2,0,1
0,0,4,201,2,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0
0,0,2,209,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
0,0,2,215,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
0,0,2,221,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1
0,0,14,233,2,1,0,1,3,7,14,0,1,1,7,0,0,0,0,1,1,2,0,1,1,2,0,0,0,15,33,0,1
0,7,24,100,5,2,0,2,5,7,17,1,2,2,7,2,1,0,2,0,0,2,0,2,2,2,0,0,0,16,1,0,1
0,0,3,76,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,41,84,6,1,0,1,13,10,41,2,6,2,10,1,1,0,9,1,1,5,1,8,4,4,0,0,0,31,1,0,1
0,0,29,187,2,0,0,0,12,13,29,0,4,1,13,0,0,0,7,1,1,3,3,6,0,4,0,0,0,30,1,0,1
0,0,10,171,3,0,0,0,2,4,10,1,3,2,4,0,0,0,1,0,0,0,1,4,0,1,0,0,0,20,1,0,0
0,0,24,142,3,1,1,0,4,12,24,0,2,3,12,0,0,0,1,1,0,1,2,2,0,2,0,0,0,28,4,0,1
16,10,14,105,1,0,0,0,4,11,20,1,2,1,11,0,0,0,0,1,1,4,1,3,1,2,0,0,0,17,1,0,1
20,7,8,69,2,0,0,0,6,15,21,0,3,1,15,0,0,0,1,0,0,7,1,3,0,3,0,0,0,19,1,0,1
0,0,7,214,1,0,0,0,2,1,7,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,25,1,0,1
