LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
11,0,8,175,1,1,1,0,4,2,8,2,0,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,7,1,0,0
3,0,0,210,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0
6,0,4,386,1,4,2,2,1,3,4,1,1,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0
7,0,6,536,0,1,1,0,2,1,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0
3,0,13,348,3,4,2,2,6,7,16,1,2,3,7,1,0,2,2,0,0,2,2,4,1,2,0,0,0,13,2,0,0
3,0,0,591,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1
26,0,16,243,2,5,1,4,3,9,16,0,2,1,9,3,2,0,0,0,0,1,1,6,0,1,0,0,0,10,1,0,0
35,0,27,270,1,5,2,3,6,8,27,2,2,1,8,3,4,0,1,0,0,1,7,4,1,3,0,0,0,8,2,0,0
3,0,0,214,1,5,4,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
3,0,0,393,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0
12,0,10,631,1,3,2,1,4,3,10,0,1,0,3,1,2,1,2,0,0,0,1,1,0,3,0,0,0,7,2,0,0
5,0,0,619,0,1,1,0,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0
3,0,0,568,2,1,1,0,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0
3,0,0,222,1,1,0,1,1,2,3,0,0,0,2,1,5,0,0,0,0,0,1,0,2,0,0,0,0,10,1,0,0
0,0,3,559,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,3,563,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
3,0,1,554,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0
0,0,3,476,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
10,0,0,442,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0
0,0,7,448,2,0,0,0,2,3,7,0,1,4,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,1,0,0
0,0,4,669,1,2,0,2,2,2,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,4,0,0
0,0,14,708,2,4,0,4,3,6,14,1,0,1,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,19,4,0,0
