LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
3,0,0,25,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1,0,1,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
3,0,0,17,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
3,0,0,21,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0
3,0,0,13,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0
3,0,0,29,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0
3,0,0,33,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,22,61,6,1,0,1,3,10,22,0,3,1,10,1,1,0,1,0,0,2,3,7,0,1,0,0,0,51,1,0,0
0,0,4,117,0,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
0,0,9,89,3,0,0,0,2,2,9,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,1,0,0
0,2,7,268,1,2,2,0,1,5,5,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,11,2,0,0
0,0,27,122,5,1,1,0,2,7,27,1,5,0,7,0,0,1,0,0,0,0,1,6,0,1,2,0,0,26,2,0,0
0,0,8,100,2,1,0,1,2,1,8,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,11,4,0,0
9,10,42,150,3,0,0,0,8,21,41,2,3,0,21,0,0,1,2,0,0,6,2,9,3,4,0,0,0,27,1,0,0
0,0,5,110,2,0,0,0,1,2,5,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0
0,0,5,134,2,1,0,1,1,3,5,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0
0,0,3,141,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
2,2,57,204,10,0,0,0,7,29,57,0,11,4,29,0,0,0,0,1,2,3,4,18,3,4,0,0,0,51,4,0,0
8,0,4,27,3,1,0,1,1,1,4,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
16,0,15,46,3,0,0,0,2,14,15,0,3,1,14,0,0,0,0,0,0,0,7,3,1,1,0,0,0,15,1,0,0
8,0,4,22,2,1,0,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
14,0,0,67,4,2,2,0,1,7,14,0,2,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,2,0,0
13,0,0,32,0,0,0,0,3,4,13,2,2,0,4,0,0,0,1,0,0,0,4,2,2,1,0,0,0,4,1,0,0
3,0,0,63,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,6,50,0,0,0,0,2,4,6,2,0,1,4,0,0,0,0,0,0,2,1,0,1,1,0,0,0,7,9,0,0
0,0,10,26,0,0,0,0,3,0,10,1,2,1,0,0,0,1,0,0,2,0,5,4,3,1,0,0,0,7,9,0,0
12,0,1,37,0,0,0,0,3,4,13,1,2,1,4,0,0,1,1,0,0,1,5,5,2,2,0,0,0,5,9,0,0
