LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
0,0,10,1609,2,2,2,0,3,4,10,2,1,3,4,0,0,0,1,0,0,1,0,1,1,2,0,0,0,15,10,0,0
0,0,7,1648,2,5,5,0,1,3,7,0,1,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,9,0,1
0,0,7,1630,2,0,0,0,1,2,7,0,1,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,9,0,1
0,0,3,1740,2,2,1,1,1,1,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,1
1,0,2,1695,2,2,1,1,1,1,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,1
0,0,9,1599,3,1,0,1,2,3,9,1,2,3,3,1,1,0,2,0,0,0,2,3,0,1,0,0,0,33,9,0,1
0,0,4,1908,1,0,0,0,2,2,4,1,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,32,2,0,1
0,0,7,1666,2,1,1,0,1,2,7,0,1,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,9,0,1
0,0,3,1842,1,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1
0,0,5,1750,2,0,0,0,1,1,5,0,0,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,13,1,0,0
8,0,6,2033,2,0,0,0,1,2,6,0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30,25,0,1
17,0,12,114,2,0,0,0,2,5,13,1,2,2,5,0,0,0,0,1,0,1,0,3,1,2,0,0,0,17,25,0,0
17,0,14,93,2,0,0,0,2,5,15,1,3,2,5,0,0,0,0,1,0,1,3,5,1,2,0,0,0,17,25,0,0
17,0,1,91,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
19,0,12,228,2,0,0,0,2,4,13,1,2,2,4,0,0,0,0,1,0,1,1,3,1,2,0,0,0,24,25,0,0
19,0,1,226,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0,0,7,957,1,0,0,0,1,4,7,1,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,25,0,1
8,0,5,2004,2,0,0,0,2,5,13,1,2,1,5,0,0,0,0,1,0,0,1,3,0,2,0,0,0,28,25,0,1
1,0,1,1404,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1
11,0,1,755,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
16,0,1,946,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1
0,0,3,763,2,0,0,0,2,1,3,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,25,0,0
0,0,13,788,2,0,0,0,2,4,13,1,2,2,4,0,0,0,0,1,0,1,0,3,1,2,0,0,0,24,25,0,0
0,0,5,1145,1,0,0,0,1,3,5,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,25,0,1
0,0,3,758,2,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0
0,0,13,768,2,0,0,0,2,4,13,1,2,2,4,0,0,0,0,1,0,1,0,3,1,2,0,0,0,23,25,0,0
14,0,1,630,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
13,0,0,1097,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0,0,12,166,1,3,1,2,3,3,12,3,1,2,3,2,1,0,2,0,0,0,1,1,0,1,0,0,0,34,1,0,1
0,0,3,138,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1
0,0,12,121,2,3,1,2,3,3,12,3,1,1,3,2,1,0,2,0,0,0,1,1,0,1,0,0,0,31,1,0,1
0,0,6,149,1,0,0,0,2,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30,1,0,1
0,0,12,185,1,3,1,2,3,3,12,3,1,1,3,2,1,0,2,0,0,0,1,1,0,1,0,0,0,27,1,0,1
0,0,7,196,0,3,3,0,4,1,7,2,1,1,1,0,0,0,3,0,0,0,2,1,0,1,0,0,0,11,2,0,0
0,0,6,106,3,0,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,1,0,0
0,0,39,57,6,0,0,0,9,10,39,0,5,3,10,0,0,0,0,2,0,9,0,9,1,1,0,0,0,63,1,0,1
0,0,3,101,2,0,0,0,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,1
69,4,4,62,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0
3,4,4,132,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
3,3,3,41,2,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
13,4,2,48,0,0,0,0,1,1,11,1,1,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,13,1,0,1
0,0,5,141,1,1,1,0,1,3,5,0,0,1,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,12,2,0,0
0,0,4,217,1,2,2,0,2,2,4,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,19,2,0,0
0,0,7,120,2,1,1,0,1,2,7,1,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,2,0,0
0,0,28,186,5,2,1,1,7,8,28,6,4,1,8,1,1,1,1,1,0,0,1,4,0,4,0,0,0,20,2,0,0
0,0,12,128,1,1,1,0,4,6,12,3,0,2,6,0,0,1,0,0,0,0,3,0,0,2,0,0,0,19,2,0,0
0,0,2,241,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,3,225,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,2,237,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,4,261,1,1,1,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0
0,0,3,272,4,0,0,0,1,2,3,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,17,0,0
0,0,14,277,1,0,0,0,2,5,14,1,3,1,5,0,0,0,1,0,0,3,0,4,1,1,0,0,0,21,1,0,0
0,0,8,223,1,1,0,1,1,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0
0,0,3,233,1,0,0,0,2,2,3,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0
0,0,3,267,1,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0
1,1,26,79,13,4,0,4,1,20,26,0,5,1,20,3,1,0,0,0,0,0,0,10,0,0,0,0,0,53,4,0,0
0,0,34,150,4,4,1,3,9,15,34,0,6,0,15,3,2,1,4,1,0,4,1,8,4,4,0,0,0,37,0,0,0
0,0,3,246,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,10,0,0
0,0,12,675,2,8,6,2,3,4,12,0,0,1,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,7,0,0,0
0,0,2,377,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,12,577,2,2,1,1,3,4,12,0,1,0,4,1,2,0,1,1,0,0,0,1,0,2,0,0,0,17,0,0,0
0,0,2,385,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,12,911,2,3,2,1,3,3,12,0,1,0,3,1,1,0,1,1,0,0,0,2,0,2,0,0,0,16,0,0,0
0,0,10,698,3,7,4,3,3,4,10,1,1,0,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0
0,0,3,297,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,8,1348,1,2,2,0,1,1,8,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,2,0,0
0,0,6,1358,2,2,1,1,2,2,6,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0
0,0,3,380,1,1,0,1,1,1,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
0,0,3,390,2,5,0,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,11,753,3,0,0,0,2,5,11,0,2,2,5,0,0,0,0,1,0,0,0,2,0,1,0,0,0,22,1,0,0
0,0,2,1419,1,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,2,260,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,3,1444,0,2,2,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,4,964,2,1,0,1,1,2,4,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
0,0,3,832,0,1,1,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,3,1155,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,3,710,1,3,3,0,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0
0,0,14,396,2,6,0,6,3,6,14,0,1,0,6,6,4,0,2,0,0,0,0,1,0,2,0,0,0,32,1,0,0
0,0,4,970,2,1,0,1,1,2,4,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,12,899,3,3,1,2,3,3,12,0,1,0,3,1,1,0,1,1,0,0,0,2,0,2,0,0,0,16,0,0,0
0,0,22,484,3,1,1,0,5,11,22,0,5,0,11,0,0,1,2,0,0,0,1,5,0,4,0,0,0,16,2,0,0
0,0,33,927,1,3,3,0,7,5,33,1,5,0,5,0,0,0,5,1,1,0,0,12,0,2,0,0,0,24,0,0,0
0,0,85,302,8,0,0,0,1,6,85,0,4,0,6,0,0,0,0,0,0,0,0,12,0,0,8,0,0,53,4,0,0
0,0,18,881,3,2,1,1,5,8,18,0,2,0,8,1,1,0,2,1,0,2,0,2,1,2,0,0,0,21,0,0,0
0,0,21,836,2,5,3,2,5,12,21,1,2,0,12,2,2,0,2,1,0,1,0,2,0,2,0,0,0,19,0,0,0
0,0,14,817,4,2,1,1,3,5,14,2,3,1,5,1,1,0,1,1,0,0,0,3,0,2,0,0,0,30,2,0,0
0,0,10,734,0,0,0,0,3,2,10,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,10,1,0,0
0,0,10,563,2,1,0,1,1,6,10,0,2,2,6,1,2,0,0,0,0,0,0,4,0,0,0,0,0,33,1,0,0
0,0,14,803,2,3,3,0,4,3,14,1,1,1,3,0,0,0,2,1,0,0,0,2,0,3,0,0,0,16,2,0,0
0,0,3,778,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,9,474,0,1,1,0,1,3,9,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,32,2,0,0
0,0,17,1020,2,2,0,2,3,5,17,0,1,1,5,0,0,0,0,1,0,0,0,1,0,2,1,0,0,15,1,0,0
0,0,6,180,1,2,0,2,2,3,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0
0,0,3,332,2,5,0,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,3,326,2,5,0,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,3,321,2,5,0,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,12,267,2,2,0,2,4,7,12,0,0,1,7,0,0,1,0,0,0,1,1,0,0,2,0,0,0,15,1,0,0
0,0,2,264,2,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,11,506,1,1,1,0,2,5,11,0,2,0,5,0,0,0,1,0,0,0,0,2,0,1,0,0,0,22,2,0,0
0,0,10,643,0,1,1,0,2,3,10,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0
0,0,3,782,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,18,626,1,4,3,1,4,4,18,0,0,1,4,1,1,0,3,0,0,0,0,1,0,1,0,0,0,31,2,0,0
0,0,18,410,2,5,0,5,5,8,18,0,1,0,8,5,4,0,3,1,0,0,0,1,0,2,0,0,0,33,1,0,0
0,0,3,786,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,10,981,0,4,4,0,3,2,10,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,10,2,0,0
0,0,3,281,0,13,13,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,24,0,0
0,0,5,744,2,0,0,0,1,2,5,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0
0,0,3,714,0,0,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,13,653,3,4,2,2,3,5,13,0,1,0,5,1,1,0,1,0,0,1,0,2,1,1,0,0,0,21,2,0,0
0,0,15,718,1,0,0,0,3,6,15,0,1,0,6,0,0,0,1,1,0,0,0,1,0,2,0,0,0,11,1,0,0
0,0,11,604,2,1,1,0,2,5,11,0,2,0,5,0,0,0,0,1,0,0,0,2,0,1,0,0,0,18,0,0,0
0,0,4,976,2,1,0,1,1,2,4,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,18,750,3,0,0,0,1,8,18,0,2,0,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,30,1,0,0
0,0,12,592,1,1,1,0,3,4,12,0,1,0,4,0,0,0,1,1,0,0,0,1,0,2,0,0,0,13,0,0,0
0,0,3,799,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,27,435,5,10,2,8,6,15,27,1,3,0,15,7,3,0,4,0,0,2,0,5,0,2,0,0,0,43,0,0,0
0,0,3,293,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1,0,6,285,4,1,0,1,1,1,7,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,1,0,0
0,0,9,790,0,0,0,0,3,2,9,2,0,0,2,0,0,0,1,1,0,0,2,0,0,1,0,0,0,9,1,0,0
0,0,19,518,2,5,1,4,5,10,19,1,1,1,10,4,6,0,2,0,0,1,0,3,1,2,0,0,0,17,1,0,0
0,0,3,1102,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,4,428,1,1,1,0,1,3,4,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,2,0,0
0,0,19,862,3,3,2,1,5,9,19,0,2,0,9,1,1,0,2,1,0,2,0,2,1,2,0,0,0,21,0,0,0
0,0,9,688,1,3,2,1,3,3,9,0,0,0,3,1,1,0,1,0,0,1,0,1,0,2,0,0,0,6,0,0,0
0,0,11,615,2,1,1,0,2,5,11,0,2,0,5,0,0,0,0,1,0,0,0,2,0,1,0,0,0,18,0,0,0
0,0,23,537,5,2,0,2,5,13,23,0,5,1,13,2,2,0,2,0,0,1,0,7,1,2,0,0,0,42,1,0,0
0,0,2,257,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,3,1026,1,2,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,7,1295,1,1,0,1,2,2,7,2,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0
0,0,19,1225,3,2,0,2,4,7,19,0,4,2,7,2,2,0,2,0,0,0,2,6,0,2,0,0,0,19,1,0,0
0,0,3,217,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,6,209,3,0,0,0,1,5,6,0,2,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,0
0,0,3,337,2,5,0,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,3,233,3,1,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0
0,0,3,228,3,1,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0
0,0,15,343,3,1,0,1,5,4,15,3,0,3,4,0,0,0,1,0,0,1,0,0,0,3,0,0,0,10,1,0,0
0,0,3,992,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,17,997,2,2,0,2,4,3,17,3,1,1,3,0,0,0,1,0,1,2,1,1,1,1,0,0,0,11,1,0,0
0,0,9,362,3,1,0,1,3,2,9,2,0,3,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,11,1,0,0
0,0,3,162,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,3,1070,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,7,167,4,3,0,3,2,4,7,0,1,3,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,8,4,0,0
0,0,3,1094,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,3,244,4,1,0,1,1,1,3,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0
0,0,5,250,1,2,0,2,3,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0
0,0,3,1159,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,3,1183,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,7,1204,2,1,0,1,2,2,7,2,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0
0,0,6,1131,0,0,0,0,2,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,1,0,0
0,0,3,1167,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,7,1244,1,2,0,2,2,3,7,2,0,1,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0
0,0,7,1275,1,2,0,2,2,3,7,2,0,1,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0
0,0,7,1285,1,2,0,2,2,3,7,2,0,1,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0
0,0,3,1110,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,40,1371,6,5,0,5,12,16,40,0,8,3,16,1,1,0,2,0,1,2,2,8,2,2,0,0,0,52,1,0,0
0,0,3,238,3,1,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0
0,0,3,1090,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,3,1366,4,0,0,0,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,3,1139,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0
0,0,3,1074,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,3,1147,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,3,1163,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,3,1171,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,3,1098,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,7,1195,1,9,9,0,3,2,7,0,2,0,2,0,0,0,2,0,0,0,1,2,0,1,0,0,0,10,2,0,0
0,0,7,1114,0,0,0,0,2,2,7,2,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,0
0,0,3,1179,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,7,1254,1,2,0,2,2,3,7,2,0,1,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,0
0,0,8,1214,1,2,0,2,2,4,8,2,1,1,4,2,2,0,1,0,0,0,0,1,0,1,0,0,0,10,1,0,0
0,0,33,190,7,0,0,0,4,8,33,2,4,4,8,0,0,1,1,0,2,0,1,4,0,1,2,0,0,27,1,0,0
0,0,3,1187,1,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,3,1066,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,14,1044,1,1,1,0,3,2,14,0,3,1,2,0,0,1,0,0,0,0,2,9,1,2,0,0,0,22,0,0,0
0,0,3,1448,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0
0,0,20,1423,2,1,0,1,5,4,20,0,1,2,4,0,0,0,2,1,0,0,0,2,0,2,0,0,0,23,1,0,0
