LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
0,0,11,307,2,2,1,1,4,4,11,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,10,1,0,0
0,0,3,833,1,1,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
0,0,4,173,2,2,0,2,1,2,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0
0,0,3,597,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,32,639,1,0,0,0,6,10,32,2,4,1,10,0,0,1,0,1,0,0,0,8,0,3,0,0,0,39,4,0,0
15,0,9,619,1,1,1,0,2,1,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,1,0,1
32,0,1,577,2,2,2,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0
10,0,8,259,1,1,0,1,3,3,8,1,0,0,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,11,1,0,0
5,0,4,433,3,1,1,0,1,3,4,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13,2,0,0
30,0,22,795,4,0,0,0,2,8,22,2,3,1,8,0,0,0,0,0,0,0,0,3,0,1,2,0,0,24,4,0,0
3,0,0,113,0,2,2,0,1,2,3,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0
0,0,4,819,2,1,0,1,1,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0
0,0,10,191,3,2,0,2,2,2,10,2,0,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,13,1,0,0
5,0,4,245,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0
16,0,1,455,1,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0
10,0,9,351,2,3,2,1,3,7,9,1,1,0,7,0,0,0,1,0,1,0,0,2,0,1,0,0,0,18,2,0,0
53,0,46,123,9,3,0,3,3,11,46,0,2,1,11,0,0,0,2,0,1,0,0,6,0,2,3,0,0,66,4,0,0
4,0,0,233,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0
0,0,19,475,1,0,0,0,4,4,19,0,1,0,4,0,0,0,1,1,0,0,1,6,0,2,0,0,0,10,1,0,0
0,0,4,217,2,0,0,0,1,1,4,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0
0,0,19,725,1,0,0,0,5,6,19,0,1,1,6,0,0,0,0,0,0,8,2,1,4,1,0,0,0,5,4,0,0
29,0,3,465,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0
32,0,1,587,2,0,0,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0
15,0,13,513,3,4,1,3,4,5,13,0,2,0,5,1,1,0,2,0,0,0,0,4,0,2,0,0,0,12,2,0,0
0,0,7,333,2,2,1,1,3,3,7,0,0,1,3,0,0,0,2,0,0,0,0,3,0,1,0,0,0,11,1,0,0
7,0,2,299,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
3,0,0,863,1,1,1,0,1,2,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,2,0,1
0,0,21,379,3,1,0,1,6,6,21,0,1,1,6,0,0,0,0,0,0,1,0,1,0,2,0,0,0,15,1,0,0
0,0,12,2003,2,2,2,0,3,4,12,0,1,2,4,0,0,0,2,0,0,0,1,2,0,1,0,0,0,8,2,0,0
0,0,4,1481,1,1,1,0,1,3,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1,3,6,1521,2,2,1,1,1,3,4,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0
0,0,4,917,1,0,0,0,1,3,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
0,0,9,1429,0,1,1,0,3,4,9,2,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,8,2,0,0
0,0,3,1641,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0
0,0,11,1141,2,2,1,1,2,7,11,0,3,0,7,1,1,1,0,0,0,0,2,4,0,1,0,0,0,15,2,0,0
0,0,5,347,4,0,0,0,1,3,5,0,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0
0,0,4,689,2,2,0,2,1,2,4,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0
0,0,12,1447,0,2,2,0,5,4,12,0,0,0,4,0,0,0,4,0,0,6,2,2,0,1,0,0,0,9,1,0,0
0,0,6,655,0,0,0,0,2,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0
0,0,37,273,10,2,0,2,4,16,37,0,6,1,16,1,2,0,1,0,2,0,2,8,0,1,1,0,0,49,4,0,0
0,0,4,1079,1,1,1,0,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0
0,0,4,455,2,4,2,2,1,2,4,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0
0,0,2,1225,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
0,0,3,1627,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,7,813,3,0,0,0,1,2,7,0,0,3,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,1,0,0
0,0,9,1197,0,2,2,0,3,4,9,2,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,25,2,0,1
0,0,5,1719,4,1,1,0,1,1,5,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0
0,0,14,639,2,2,0,2,1,3,14,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,1,0,0
0,0,61,1737,6,2,0,2,9,14,61,1,5,3,14,0,0,0,3,0,0,9,6,15,3,2,0,0,0,36,1,0,0
0,0,4,1171,1,2,2,0,1,4,4,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0
0,0,10,1583,2,2,2,0,3,2,10,1,1,1,2,0,0,0,1,0,0,2,0,3,0,1,0,0,0,19,2,0,1
0,0,4,383,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0
0,0,4,415,1,1,0,1,1,2,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
0,0,4,1509,2,2,1,1,1,3,4,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0
0,0,3,263,0,2,2,0,1,2,3,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,0,0
0,0,4,1059,1,2,1,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,1
0,0,5,427,2,1,0,1,1,2,5,0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0
0,0,7,929,1,0,0,0,2,7,7,1,1,1,7,0,0,0,0,0,0,1,1,1,1,1,0,0,0,9,1,0,0
0,0,9,765,3,2,0,2,1,13,9,0,1,2,13,0,0,0,0,0,2,2,1,2,0,0,0,0,0,24,1,0,0
0,0,11,721,2,2,0,2,2,3,11,0,2,2,3,0,0,0,0,1,0,2,0,2,0,1,0,0,0,14,1,0,0
0,0,3,1257,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,13,1375,1,1,0,1,3,7,13,0,0,1,7,0,0,0,0,0,0,6,2,0,0,1,0,0,0,14,4,0,0
0,0,3,1419,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
0,0,32,1279,1,0,0,0,8,16,32,3,7,1,16,0,0,2,3,0,0,0,2,9,0,3,0,0,0,40,4,0,0
0,0,15,1243,4,1,0,1,2,5,15,0,0,0,5,0,0,0,1,0,1,0,0,3,0,1,1,0,0,21,4,0,0
0,0,4,1231,0,1,1,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,0
0,0,8,395,1,3,0,3,2,4,8,0,0,0,4,3,3,0,1,0,0,0,0,0,0,1,0,0,0,13,4,0,0
0,0,10,465,2,2,1,1,3,6,10,0,2,1,6,0,0,0,1,0,0,3,1,3,0,2,0,0,0,26,2,0,0
0,0,3,1605,4,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,71,589,5,1,0,1,9,14,71,7,2,1,14,1,1,0,2,0,0,4,1,4,3,2,4,0,0,52,4,0,0
0,0,6,441,2,2,0,2,1,3,6,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,12,4,0,0
0,0,2,1947,1,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,4,1491,1,2,2,0,1,3,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,12,553,2,1,1,0,3,9,12,0,1,1,9,0,0,0,2,0,0,3,1,2,0,1,0,0,0,10,2,0,0
0,0,11,491,2,1,1,0,3,8,11,0,1,1,8,0,0,0,2,0,0,3,1,2,0,1,0,0,0,11,2,0,0
0,0,4,1089,1,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0
0,0,13,1099,1,0,0,0,3,6,13,0,2,0,6,0,0,1,1,0,0,0,1,2,0,2,0,0,0,8,1,0,0
0,0,3,1615,2,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,11,523,2,1,1,0,3,7,11,0,3,1,7,0,0,0,1,0,0,3,1,4,0,2,0,0,0,31,2,0,0
0,0,22,1953,4,1,0,1,6,5,22,0,4,2,5,1,1,1,1,0,0,0,1,7,0,3,0,0,0,22,1,0,0
0,0,44,949,7,5,0,5,13,14,44,9,0,1,14,4,2,0,0,0,0,4,0,1,0,2,0,0,0,39,1,0,0
0,0,34,831,6,4,0,4,7,12,34,7,4,1,12,3,1,0,0,0,0,4,0,5,0,2,0,0,0,46,1,0,0
0,0,3,1649,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,3,1501,0,1,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
0,0,4,225,2,0,0,0,1,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,3,697,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
0,0,5,775,1,2,1,1,1,5,5,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,0
