NS,ND,NF,Entropy,LA,LD,LT,Fix,NDEV,AGE,NUC,EXP,REXP,SEXP,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc,bug,commit_date
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,991,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,5,1,3,0.0,4,269,225.17385677746583,264,1765,2,2,2,0,1,4,5,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1233,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1279,2,1,0,1,1,3,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,2,1,3,0.0,4,269,225.17385677746583,264,231,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1269,1,1,0,1,1,3,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,4,1,3,0.0,4,269,225.17385677746583,264,277,1,0,0,0,1,3,4,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1803,2,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,23,1,3,0.0,4,269,225.17385677746583,264,291,7,1,0,1,6,12,23,2,1,3,12,1,3,0,5,0,0,0,0,6,0,1,0,0,0,43,1,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,29,1,3,0.0,4,269,225.17385677746583,264,665,4,1,1,0,5,10,29,1,1,4,10,0,0,0,1,0,1,0,0,2,0,3,1,0,0,29,2,0,True,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,41,1,3,0.0,4,269,225.17385677746583,264,1307,7,1,1,0,10,14,41,1,1,4,14,0,0,0,1,0,3,0,1,7,7,2,0,0,0,11,9,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1243,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,5,1,3,0.0,4,269,225.17385677746583,264,1459,4,0,0,0,1,4,5,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1701,2,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1289,1,1,0,1,1,3,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,6,1,3,0.0,4,269,225.17385677746583,264,1749,2,1,1,0,1,4,6,0,2,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,1,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,23,1,3,0.0,4,269,225.17385677746583,264,1571,1,2,1,1,7,6,23,2,1,0,6,1,1,0,3,0,1,0,2,1,1,2,0,0,0,10,2,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,6,1,3,0.0,4,269,225.17385677746583,264,1253,4,1,1,0,1,6,6,0,1,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,1,1,14,1,3,0.0,4,269,225.17385677746583,264,1477,6,0,0,0,4,9,14,0,1,2,9,0,0,0,1,0,2,0,0,3,0,1,0,0,0,16,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,2,1,3,0.0,4,269,225.17385677746583,264,1515,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,22,1,3,0.0,4,269,225.17385677746583,264,1643,2,5,0,5,7,7,22,0,0,1,7,5,5,0,0,0,0,0,5,5,0,1,0,0,0,14,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,6,1,3,0.0,4,269,225.17385677746583,264,1625,1,1,1,0,1,4,6,1,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,6,1,3,0.0,4,269,225.17385677746583,264,353,1,1,0,1,1,5,6,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,5,1,3,0.0,4,269,225.17385677746583,264,1725,2,2,2,0,1,4,5,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,5,1,3,0.0,4,269,225.17385677746583,264,1711,2,1,1,0,1,4,5,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,1779,2,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,4,1,3,0.0,4,269,225.17385677746583,264,369,3,2,1,1,1,3,4,0,1,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,1,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,5,1,3,0.0,4,269,225.17385677746583,264,779,1,0,0,0,1,4,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,6,1,3,0.0,4,269,225.17385677746583,264,1533,1,0,0,0,2,2,6,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,531,1,3,0,3,1,5,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,3,1,3,0.0,4,269,225.17385677746583,264,495,2,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-03-06 21:33:27+01:00
1,2,4,1.2654675155136978,0,0,9,1,3,0.0,4,269,225.17385677746583,264,1073,3,1,0,1,2,10,9,0,2,2,10,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11,1,0,False,0,2013-03-06 21:33:27+01:00
1,12,14,3.0091630738727133,0,0,11,0,3,14.0,10,391,285.3951030719574,367,87,3,1,0,1,2,10,11,0,1,1,10,0,0,0,0,0,0,1,0,1,1,1,0,0,0,12,1,0,False,0,2013-06-30 21:30:30+02:00
1,12,14,3.0091630738727133,0,0,3,0,3,14.0,10,391,285.3951030719574,367,69,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,False,0,2013-06-30 21:30:30+02:00
1,12,14,3.0091630738727133,1,1,3,0,3,14.0,10,391,285.3951030719574,367,133,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,False,0,2013-06-30 21:30:30+02:00
1,6,7,2.274286061385584,0,0,3,0,3,5.142857142857143,7,234,196.9084836651081,230,117,3,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,0,0,9,0,3,5.142857142857143,7,234,196.9084836651081,230,195,4,3,1,2,2,4,9,2,0,1,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,12,10,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,0,0,3,0,3,5.142857142857143,7,234,196.9084836651081,230,127,3,0,0,0,1,2,3,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,0,0,7,0,3,5.142857142857143,7,234,196.9084836651081,230,175,5,2,1,1,2,3,7,1,1,1,3,1,2,0,1,0,1,0,0,2,0,1,0,0,0,13,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,0,0,8,0,3,5.142857142857143,7,234,196.9084836651081,230,93,4,0,0,0,2,3,8,0,0,2,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,9,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,8,0,6,0,3,5.142857142857143,7,234,196.9084836651081,230,137,4,2,0,2,2,4,6,1,0,1,4,2,1,0,1,0,2,0,0,0,0,1,0,0,0,8,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,4,0,3,0,3,5.142857142857143,7,234,196.9084836651081,230,155,3,1,1,0,1,2,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,0,0,3,0,3,5.142857142857143,7,234,196.9084836651081,230,165,3,0,0,0,1,2,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,0,False,0,2013-02-20 13:50:30+01:00
1,6,7,2.274286061385584,0,0,8,0,3,5.142857142857143,7,234,196.9084836651081,230,69,4,3,3,0,2,3,8,2,0,1,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,9,9,0,False,0,2013-02-20 13:50:30+01:00
1,1,1,0.0,0,0,2,0,3,15.0,1,230,195.23797609735635,227,167,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,4,0,3,15.0,1,230,195.23797609735635,227,663,1,0,0,0,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,4,0,3,15.0,1,230,195.23797609735635,227,963,1,0,0,0,1,4,4,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,11,0,3,15.0,1,230,195.23797609735635,227,999,2,0,0,0,2,4,11,0,1,1,4,0,0,0,1,0,0,0,0,2,2,1,0,0,0,6,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,8,0,3,15.0,1,230,195.23797609735635,227,699,2,1,1,0,2,2,8,0,3,0,2,0,0,1,0,0,0,0,1,4,0,1,0,0,0,10,2,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,24,0,3,15.0,1,230,195.23797609735635,227,249,4,1,1,0,1,7,24,0,2,1,7,0,0,0,0,0,0,1,0,4,1,0,2,0,0,24,2,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,19,0,3,15.0,1,230,195.23797609735635,227,205,6,2,0,2,4,10,19,3,0,3,10,2,1,0,3,0,0,0,0,4,0,1,0,0,0,36,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,5,0,3,15.0,1,230,195.23797609735635,227,175,1,2,0,2,1,2,5,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,8,0,3,15.0,1,230,195.23797609735635,227,677,0,0,0,0,2,8,8,0,0,0,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,1,1,31,0,3,15.0,1,230,195.23797609735635,227,793,3,2,0,2,1,5,31,0,1,0,5,2,1,0,0,0,0,0,0,2,0,0,2,0,0,32,1,0,False,1,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,71,0,3,15.0,1,230,195.23797609735635,227,319,6,3,3,0,6,20,71,1,5,2,20,0,0,0,4,1,0,3,1,11,2,1,2,0,0,41,2,0,False,1,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,4,0,3,15.0,1,230,195.23797609735635,227,979,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,46,0,3,15.0,1,230,195.23797609735635,227,525,2,2,2,0,14,8,46,5,4,0,8,0,0,0,6,1,1,3,6,19,0,1,0,0,0,29,2,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,5,0,3,15.0,1,230,195.23797609735635,227,189,1,1,1,0,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,9,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,29,0,3,15.0,1,230,195.23797609735635,227,877,2,0,0,0,1,10,29,0,2,0,10,0,0,0,0,0,0,1,0,2,1,0,2,0,0,17,1,0,False,1,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,5,0,3,15.0,1,230,195.23797609735635,227,273,3,2,0,2,1,3,5,0,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,8,0,3,15.0,1,230,195.23797609735635,227,461,1,0,0,0,7,5,8,0,0,2,5,0,0,0,4,0,2,4,0,0,0,1,0,0,0,9,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,2,0,3,15.0,1,230,195.23797609735635,227,769,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,8,0,3,15.0,1,230,195.23797609735635,227,729,1,1,0,1,2,2,8,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,2,0,3,15.0,1,230,195.23797609735635,227,755,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,5,0,3,15.0,1,230,195.23797609735635,227,299,3,2,0,2,1,4,5,0,2,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,4,0,3,15.0,1,230,195.23797609735635,227,395,2,2,0,2,1,4,4,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,13,0,3,15.0,1,230,195.23797609735635,227,893,3,0,0,0,4,10,13,0,0,2,10,0,0,0,2,0,0,0,1,0,0,1,0,0,0,12,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,3,0,3,15.0,1,230,195.23797609735635,227,943,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,10,0,3,15.0,1,230,195.23797609735635,227,813,2,2,0,2,3,15,10,0,0,1,15,0,0,0,1,0,1,0,0,1,0,1,0,0,0,26,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,6,0,3,15.0,1,230,195.23797609735635,227,853,2,2,0,2,1,3,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-02-15 09:18:43+01:00
1,1,1,0.0,0,0,3,0,2,0.0,1,277,232.72977943156013,271,203,1,0,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,3,0,2,0.0,1,277,232.72977943156013,271,511,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,5,0,2,0.0,1,277,232.72977943156013,271,407,2,0,0,0,2,1,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,1,0,False,1,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,23,0,2,0.0,1,277,232.72977943156013,271,423,7,2,1,1,8,22,23,2,2,1,22,1,1,0,1,0,3,0,2,2,0,2,0,0,0,18,2,0,False,0,2013-03-07 18:03:01+01:00
1,1,1,0.0,1,1,62,0,2,0.0,1,277,232.72977943156013,271,233,8,2,0,2,12,30,62,2,7,2,30,2,2,0,3,0,1,0,1,7,0,3,0,0,0,29,1,0,False,1,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,20,0,2,0.0,1,277,232.72977943156013,271,169,6,0,0,0,3,8,20,1,2,2,8,0,0,0,2,0,0,0,0,6,0,1,1,0,0,28,1,0,False,1,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,5,0,2,0.0,1,277,232.72977943156013,271,137,2,0,0,0,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,False,0,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,9,0,2,0.0,1,277,232.72977943156013,271,491,2,2,2,0,3,0,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,2,0,True,0,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,3,0,2,0.0,1,277,232.72977943156013,271,521,1,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,False,0,2013-03-07 18:03:01+01:00
1,1,1,0.0,0,0,6,0,2,0.0,1,277,232.72977943156013,271,151,3,0,0,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,1,0,False,0,2013-03-07 18:03:01+01:00
1,7,9,2.407791979469723,30,0,11,0,3,6.857142857142857,6,156,147.8996108479851,160,157,4,0,0,0,3,3,11,0,2,2,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,12,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,9,0,3,6.857142857142857,6,156,147.8996108479851,160,253,3,0,0,0,2,5,9,0,1,2,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,5,0,3,6.857142857142857,6,156,147.8996108479851,160,315,2,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,9,0,3,6.857142857142857,6,156,147.8996108479851,160,229,3,0,0,0,2,5,9,0,1,2,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,30,0,11,0,3,6.857142857142857,6,156,147.8996108479851,160,125,4,0,0,0,3,2,11,0,2,2,2,0,0,0,1,0,0,0,0,3,0,1,0,0,0,12,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,3,0,3,6.857142857142857,6,156,147.8996108479851,160,189,2,1,0,1,1,1,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,11,0,3,6.857142857142857,6,156,147.8996108479851,160,199,3,0,0,0,3,3,11,0,2,2,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,13,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,13,0,3,6.857142857142857,6,156,147.8996108479851,160,277,4,0,0,0,2,6,13,2,3,2,6,0,0,0,0,0,0,1,2,3,0,1,0,0,0,15,9,0,False,0,2012-12-06 11:54:45+00:00
1,7,9,2.407791979469723,0,0,11,0,3,6.857142857142857,6,156,147.8996108479851,160,95,3,1,1,0,4,5,11,0,1,4,5,0,0,0,2,0,0,0,1,1,0,1,0,0,0,17,9,0,True,0,2012-12-06 11:54:45+00:00
1,1,1,0.0,0,0,5,0,2,2.0,1,428,320.0228015283199,397,161,4,0,0,0,1,4,5,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,False,1,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,9,0,2,2.0,1,428,320.0228015283199,397,349,2,1,1,0,3,3,9,2,3,1,3,0,0,0,1,0,1,0,0,3,1,1,0,0,0,35,9,0,True,0,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,18,0,2,2.0,1,428,320.0228015283199,397,179,3,2,0,2,4,9,18,0,0,2,9,2,1,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,False,1,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,2,0,2,2.0,1,428,320.0228015283199,397,227,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,6,0,2,2.0,1,428,320.0228015283199,397,295,3,1,1,0,1,5,6,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,9,0,True,0,2013-07-04 17:13:17+02:00
1,1,1,0.0,11,8,11,0,2,2.0,1,428,320.0228015283199,397,237,2,1,1,0,4,17,14,0,1,1,17,0,0,0,0,0,0,0,2,2,0,1,0,0,0,9,2,0,False,1,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,5,0,2,2.0,1,428,320.0228015283199,397,381,4,1,0,1,3,3,5,0,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15,9,0,True,0,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,5,0,2,2.0,1,428,320.0228015283199,397,145,3,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,1,0,False,0,2013-07-04 17:13:17+02:00
1,1,1,0.0,0,0,6,0,2,2.0,1,428,320.0228015283199,397,323,3,0,0,0,1,4,6,0,2,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,9,0,True,0,2013-07-04 17:13:17+02:00
2,3,3,0.4656310606312473,0,0,3,0,3,6.666666666666667,3,150,142.23702656804926,157,903,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,7,0,3,6.666666666666667,3,150,142.23702656804926,157,879,3,0,0,0,1,7,7,0,1,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,29,0,3,6.666666666666667,3,150,142.23702656804926,157,691,3,0,0,0,5,15,29,0,7,2,15,0,0,0,2,0,1,5,4,8,0,4,0,0,0,29,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,6,0,3,6.666666666666667,3,150,142.23702656804926,157,1025,2,0,0,0,3,3,6,0,0,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,6,0,3,6.666666666666667,3,150,142.23702656804926,157,1045,3,1,0,1,1,8,6,0,0,1,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,10,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,3,0,3,6.666666666666667,3,150,142.23702656804926,157,1067,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,1,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,8,0,3,6.666666666666667,3,150,142.23702656804926,157,665,5,0,0,0,1,5,8,0,2,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,3,0,3,6.666666666666667,3,150,142.23702656804926,157,527,2,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,3,0,3,6.666666666666667,3,150,142.23702656804926,157,485,2,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,5,0,3,6.666666666666667,3,150,142.23702656804926,157,195,2,1,1,0,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,3,0,3,6.666666666666667,3,150,142.23702656804926,157,1315,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,3,0,3,6.666666666666667,3,150,142.23702656804926,157,1487,2,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,0,0,6,0,3,6.666666666666667,3,150,142.23702656804926,157,1407,1,1,1,0,1,4,6,1,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,3,3,3,0,3,6.666666666666667,3,150,142.23702656804926,157,1305,2,1,0,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,1,2012-12-05 14:13:18+00:00
2,3,3,0.4656310606312473,2,1,5,0,3,6.666666666666667,3,150,142.23702656804926,157,1327,1,0,0,0,2,2,6,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9,1,0,False,0,2012-12-05 14:13:18+00:00
