LA,LD,LT,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
6,0,0,767,0,1,1,0,2,1,6,2,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,9,0,0
6,0,0,1521,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,9,0,0
7,0,0,961,0,1,1,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,10,0,0
6,0,0,267,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
17,0,0,1153,2,4,0,4,6,8,17,2,4,2,8,4,2,0,2,0,0,1,0,4,0,4,0,0,0,22,9,0,1
6,0,0,433,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
6,0,0,85,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,9,0,0
7,0,0,643,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,9,0,0
6,0,0,99,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
117,0,0,1285,2,3,2,1,37,2,117,1,2,3,2,1,2,0,0,0,0,36,1,38,0,1,0,0,0,11,10,0,0
24,0,23,1573,3,1,0,1,2,10,23,0,0,2,10,1,1,0,0,0,0,16,1,5,1,1,0,0,0,24,9,0,1
6,0,0,1549,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,9,0,0
10,0,1,991,3,3,0,3,2,6,11,1,1,2,6,3,1,0,0,0,0,0,3,1,0,1,0,0,0,11,9,0,0
7,0,0,113,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,9,0,0
7,0,0,159,0,1,1,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,10,0,0
13,0,0,175,1,2,0,2,5,2,13,4,0,0,2,2,1,0,0,0,3,11,9,0,21,1,0,0,0,12,9,0,0
6,0,0,1233,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,5,9,0,0
3,0,0,1123,1,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0
6,0,0,787,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,9,0,0
20,0,14,861,4,2,1,1,1,3,14,1,2,3,3,1,1,0,0,0,0,0,2,10,1,0,0,0,0,16,10,0,1
7,0,0,537,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,9,0,0
7,0,0,945,0,1,1,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,10,0,0
117,0,0,1189,0,2,2,0,2,1,7,2,1,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,0,6,9,0,0
6,0,0,569,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
4,0,0,1275,2,1,0,1,1,1,4,1,0,3,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0,0
20,0,14,903,1,2,2,0,5,1,14,1,5,3,1,0,0,1,0,0,2,2,4,6,5,2,0,0,0,11,9,0,0
6,0,0,343,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,9,0,0
7,0,0,705,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,7,9,0,0
6,0,0,419,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
11,0,1,395,0,0,0,0,3,2,12,3,1,1,2,0,0,0,1,0,0,4,1,1,0,1,0,0,0,10,9,0,0
6,0,0,597,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,9,0,0
6,0,0,1205,1,1,0,1,2,2,6,2,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,8,9,0,0
7,0,0,507,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,9,0,0
11,0,2,371,0,0,0,0,3,0,13,1,1,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,12,9,0,0
6,0,0,583,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
6,0,0,493,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,9,0,0
3,0,0,1013,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0
19,0,18,227,0,2,2,0,7,0,18,7,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,4,10,0,0
7,0,0,627,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,9,0,0
6,0,0,1109,0,1,1,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
6,0,0,977,0,1,1,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,10,0,0
7,0,0,1071,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,2,1,0,1,0,0,0,8,9,0,0
13,0,12,1247,2,2,0,2,5,8,12,1,0,2,8,2,3,0,3,0,0,0,0,3,0,2,0,0,0,13,9,0,0
7,0,0,721,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,7,9,0,0
7,0,0,311,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,7,9,0,0
7,0,0,689,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,2,1,0,1,0,0,0,6,9,0,0
6,0,0,675,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10,9,0,0
7,0,0,295,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,9,0,0
6,0,0,145,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
7,0,0,1087,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,2,1,0,1,0,0,0,8,9,0,0
10,0,1,1021,3,1,1,0,2,3,11,2,2,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,10,0,0
6,0,0,281,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
3,0,0,203,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,6,9,0,0
23,0,17,807,4,2,1,1,2,3,17,2,2,3,3,1,1,0,0,0,0,1,2,10,1,1,0,0,0,17,10,0,1
11,0,8,743,2,1,0,1,3,3,8,2,0,0,3,1,1,0,1,0,0,0,0,2,0,1,0,0,0,9,9,0,0
6,0,0,357,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,9,0,0
6,0,0,523,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
6,0,0,479,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,9,0,0
7,0,0,659,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,9,0,0
6,0,0,1043,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,6,9,0,0
6,0,0,1535,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,9,0,0
7,0,0,129,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,7,9,0,0
7,0,0,611,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,9,0,0
3,0,0,219,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,6,9,0,0
3,0,0,211,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,7,9,0,0
7,0,0,447,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,9,0,0
7,0,0,1131,0,1,1,0,2,1,7,2,1,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,0,8,9,0,0
7,0,0,553,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,6,9,0,0
6,0,0,1057,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,6,9,0,0
7,0,0,463,0,0,0,0,2,2,7,2,1,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,9,9,0,0
7,0,0,327,0,0,0,0,2,1,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,9,0,0
6,0,0,1219,0,0,0,0,2,1,6,2,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,6,9,0,0
