,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,popt,cErecall,cEprecision,cEfmeasure,cPMI,cIFA
Afwall,0.6083775079799361,0.9036351165980796,0.0941565600882028,0.7283022881609331,0.9051456209363842,0.9050771516402021,0.9051113853773005,0.9042598764963783,0.6933652895990132,0.9030009949701102,0.9026063100137174,0.6077210427743118,0.725538451252737,0.20606952887537988,1.0
Alfresco-android-app,0.5900040001777858,0.3296296296296296,0.081081081081081,0.4233061870829091,0.625160875160875,0.48547670534606047,0.5509439322488205,0.5226837232766083,0.30923087438740754,0.5931939788550786,0.3222222222222222,0.5836129753914989,0.4151844013149007,0.1423113658070678,1.0
AndroidAPS,0.4702122823918219,0.4230430312821265,0.13869344590849,0.44732496993718973,0.6435275506793963,0.5690130895500967,0.6050448106667452,0.5815987736791389,0.29797379448393585,0.6367152988567101,0.41239535908356584,0.46457408075645,0.4384628146890584,0.1989590218109715,1.0
AntennaPod,0.7263471171689732,0.8008522090154743,0.16450468090313897,0.7623603420266165,0.8184745835440697,0.8180512260412992,0.8182642593048304,0.8175010993220162,0.624611427597213,0.8233643233248081,0.7156313074680422,0.7447776870113199,0.7299136501401041,0.3392185582518506,2.0
AnySoftKeyboard,0.8036709552403092,0.6958551307847083,0.17331426236207595,0.744702623895275,0.7608307219697426,0.7546154814138301,0.7570807126061068,0.7516047654415896,0.5264181260329848,0.7718452272918903,0.49967806841046275,0.8329085055004024,0.6246290054831732,0.3022708840227088,1.0
Atmosphere,0.7814080637612559,0.8319709632160068,0.23470580994583945,0.8057948435305049,0.7983749603121362,0.7970455251355776,0.7976877175313346,0.7959407355150439,0.5984057246379981,0.8182004651064986,0.41429268590251933,0.793770453482936,0.5444306385025452,0.2621243221715021,1.0
ChatSecureAndroid,0.823325850292467,0.8669848097862616,0.1182878709898782,0.8446581282369903,0.8741695595844197,0.8740863027750736,0.8741279301865318,0.8738807074808684,0.7418797581899885,0.877910978907505,0.5522247613926603,0.8482345653520545,0.6689464256635727,0.2536000418913965,1.0
Conversations,0.6569514636433283,0.7903613251926734,0.24669116548654055,0.7170397412901263,0.7716927555316053,0.7713371078815106,0.7715149107230204,0.7710562083599041,0.5286541575693,0.7969603539314687,0.5478430587528776,0.6668087957604921,0.6015000412099234,0.3071296278974052,1.0
Facebook-android-sdk,0.7039916214302573,0.6296660117878192,0.0225437415881561,0.6642579127619133,0.8034770166610699,0.7662822976066616,0.7845910988765272,0.7376203567403817,0.638941780690383,0.786052094924935,0.656188605108055,0.2883462994305686,0.40120666120666115,0.1805361847202851,1.0
K-9,0.6502843459322428,0.7198940644960274,0.2014775289099372,0.6824333779856946,0.758465631327383,0.7564717946563344,0.7575289338892377,0.7555272007803356,0.5054451814171538,0.7575236776869696,0.4770836578906371,0.7016450533840444,0.567973589524834,0.2327737008277156,2.0
Kiwix-android,0.28918948255704546,0.27254393546528377,0.14257077653734654,0.27570912024202404,0.5624482732866767,0.4127558768411499,0.48055397293812013,0.47431566104115686,0.12973841436449468,0.5662758641631528,0.28233938346297893,0.28077793894976316,0.28018787801827516,0.1766155252997358,2.0
Owncloud-android,0.759794756802828,0.7955112219451371,0.15128533789076398,0.7766962937594198,0.8218219824138802,0.8210060685211936,0.821396358416734,0.8201258464297001,0.6386417934041397,0.815950094101902,0.6014725092031825,0.7817564438956629,0.6798657718120804,0.2884170227920228,2.0
PageTurner,0.5971498944405349,0.7773851590106007,0.0771283519916688,0.6757546845488462,0.8510187529381243,0.8449907925239338,0.8479089852068042,0.8340010143245606,0.6281092804335591,0.872859584127862,0.7773851590106007,0.5984410454274034,0.6765325427629654,0.1664397549353301,1.0
Reddit,0.8518292682926829,0.4342105263157895,0.0214285714285714,0.5862068965517242,0.71296992481203,0.6041886195995786,0.6565889296632947,0.5998945458132199,0.5532018464484751,0.7667127001176401,0.5263157894736842,0.5882352941176471,0.5555555555555555,0.1910112359550561,1.0
SeriesGuide,0.595375642546461,0.456299659477866,0.09436697501035479,0.5161907177740689,0.6808857132872272,0.6067005816495876,0.6426340280292133,0.609791879087112,0.39937485789401284,0.6448797034365681,0.44710556186152095,0.5970056120763365,0.510952130861738,0.1752421788153088,1.0
Wallpaper,0.4090028188865398,0.5239294710327456,0.1209677419354838,0.459158872697901,0.7021105874705452,0.656784106569196,0.6793730393427921,0.6531267865122989,0.3638322502055221,0.6946390703923424,0.5239294710327456,0.4128256513026052,0.46145053008751125,0.17535627389641983,1.0
Median,0.654135529797135,0.7049496981891348,0.1330752626272213,0.6810460608460518,0.768129304285029,0.76208618713471,0.7669810245422295,0.753978103928548,0.5376761120086364,0.7798467967272421,0.5263157894736842,0.608159585779668,0.564987573723061,0.2032055456057632,1.0
