,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,popt,cErecall,cEprecision,cEfmeasure,cPMI,cIFA
Afwall,0.7470882080415054,0.8473936899862826,0.046251378169790455,0.796459094417129,0.9020969354343522,0.8991538309310629,0.9009637235461938,0.8872048221779074,0.7634526272032537,0.8955869725881191,0.8518518518518519,0.6101269288203086,0.7128220606790505,0.19367401215805463,1.0
Alfresco-android-app,0.5689655172413793,0.3592592592592593,0.0939510939510939,0.43820099888395675,0.6308808808808809,0.5141971655792533,0.569923273715883,0.5418812258342853,0.3108331658544488,0.5901255658701524,0.3462962962962962,0.5627106583776496,0.42725018001440107,0.157593123209169,1.0
AndroidAPS,0.45778988902919115,0.4226758701718314,0.1450257984734126,0.4395604999838517,0.6386959180734006,0.5656313724163667,0.6008561325957547,0.5790292955380034,0.28558644060830934,0.634102373308229,0.4111470113085621,0.4526218234485343,0.43078936458191014,0.2044282881692002,1.0
AntennaPod,0.7188991049182569,0.7764633325857815,0.1651471578045646,0.746986892619779,0.8059345547267106,0.8053074198309014,0.8056209258461771,0.8043904363244275,0.6006518933559601,0.8062546828369284,0.6995402556627046,0.7346454626074952,0.7166503780630111,0.3355765804995843,2.0
AnySoftKeyboard,0.8056009899269092,0.6825352112676056,0.16575398447078055,0.7397488331043987,0.7580679911097151,0.7508768296771879,0.7543266469377816,0.7468800632102736,0.521082938354603,0.7665518996030724,0.49670020120724345,0.8279447276629998,0.620906484229589,0.3022708840227088,1.0
Atmosphere,0.7760425572983429,0.8077533093393521,0.23464426390940418,0.7906831568152786,0.7852469416354202,0.7846575687781018,0.784923120847046,0.7844160682000464,0.571136294666474,0.8003276531019619,0.41017507472701764,0.7858812529219261,0.5390195999839673,0.2621243221715021,1.0
ChatSecureAndroid,0.8401956574753193,0.8519962360532329,0.10340538685880934,0.8461692389787374,0.8743482387811559,0.8737298513199845,0.8740478500780284,0.8723269016774006,0.7469228961680727,0.8740124814411696,0.5581395348837209,0.8573198430724758,0.6761113825109917,0.2536000418913965,1.0
Conversations,0.6628257953596325,0.7611350215193674,0.23076693256849207,0.7088162662664397,0.7651190955191511,0.7651107430952542,0.7651149192858586,0.765105500709627,0.5180336977551816,0.7830300163114294,0.5506956260634571,0.6702808064810867,0.6046319953844886,0.3071296278974052,1.0
Facebook-android-sdk,0.601063829787234,0.5520628683693517,0.0314602960969044,0.577362722684726,0.7597680677812828,0.7028229644389846,0.7305929081043393,0.6823946131799604,0.5433560882790105,0.7241591213342851,0.5736738703339882,0.29458334269611275,0.3903048422731833,0.15302959863629315,1.0
K-9,0.6559710205451618,0.7291634210936283,0.19829054284185085,0.6911038073687706,0.7654242750569267,0.7637059385758564,0.7645646234791406,0.7626373363372274,0.5188749372594331,0.769073111310224,0.4838604143947655,0.711611602437795,0.5760413961942208,0.2327737008277156,1.0
Kiwix-android,0.3752465226192648,0.42883895131086136,0.1533337445259976,0.4000049271550914,0.6373945512493993,0.5700956784922042,0.6030668277362152,0.582442795805195,0.26298566221834996,0.6366790018926917,0.4246614808412561,0.3749360550436156,0.39854134702033217,0.19940052834789673,2.0
Owncloud-android,0.7619986425628376,0.7617266357914736,0.1421348714662109,0.7618506755295874,0.809510839791499,0.8065154766814303,0.8080116618594211,0.8034404635940728,0.6192773697428755,0.7964608786396961,0.5955349720935756,0.7740392035807995,0.6731543624161074,0.2884170227920228,2.0
PageTurner,0.5456632357750095,0.741166077738516,0.09066649310075495,0.6287841605810038,0.8255123835904776,0.8168971776841725,0.8210916259512813,0.8064367851539238,0.5736250024057006,0.8542042070353646,0.741166077738516,0.5473852746982353,0.6303159219825887,0.17409802586793735,1.0
Reddit,0.49017109574080814,0.4671052631578947,0.1321428571428571,0.474937343358396,0.6656954887218045,0.6063830805072786,0.6353439968850687,0.6111117128423534,0.3382819743110561,0.6098920771316058,0.4605263157894737,0.5,0.4729729729729729,0.1910112359550561,3.0
SeriesGuide,0.5632494297779673,0.4622020431328036,0.10855308573795386,0.5072946716145703,0.6764803404061661,0.6083642893285575,0.641550636022111,0.6118017702760851,0.3788233952437477,0.6423062186752236,0.45119182746878544,0.5645107937230289,0.5013802078600417,0.1856174898099624,1.0
Wallpaper,0.2287926530436894,0.4748110831234256,0.2504032258064516,0.2919914366764761,0.596654343056797,0.5635900302707645,0.5812828758189241,0.5732318631538286,0.1498352289119113,0.6068935637131385,0.4584382871536523,0.22609153716798014,0.28709264579996097,0.27181091414668057,1.0
Median,0.6318600092424105,0.7080691649436517,0.1438947897478687,0.6640886743713141,0.7626444556528913,0.7579936158489811,0.7600126548089692,0.7547356124295721,0.5210511382604677,0.7675782795536735,0.49641851106639834,0.5854864194233957,0.5584996991919824,0.21521618571155185,1.0
