buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
buggy,clean,clean,clean,1.6094379124341005,2.079441541679836,2.995732273553991,1.3825378865777582,7.462789157412448,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2009-05-17 13:56:13+00:00
clean,buggy,buggy,clean,1.3862943611198906,1.3862943611198906,2.079441541679836,1.314241839088621,2.3978952727983707,2.3978952727983707,5.111987788356544,0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931357969390065,0.6931471805599453,2009-05-17 14:08:11+00:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6852359637250457,3.951243718581428,2.3978952727983707,6.0330862217988015,0,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,1.0984290397426242,1.0986122886681098,2009-05-17 16:26:42+00:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.6094379124341005,2.19722457733622,1.0004695765570653,5.062595033026967,3.4011973816621555,4.949646022469826,0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,1.3842391802606848,1.3862943611198906,2009-05-18 14:53:07+00:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.4339872044851463,0.0,0.0,0,0.0,0.0,0.0,1.6094379124341005,1.60779195483365,1.6094379124341005,2009-05-18 14:54:32+00:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.713572066704308,0.0,0.0,0,0.0,0.0,0.0,1.791759469228055,1.7903071410874096,1.3862943611198906,2009-05-18 15:45:39+00:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.4881822658027587,4.356708826689592,3.5263605246161616,5.733341276897746,0,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553128,1.944478951293111,1.9459101490553128,2009-05-18 17:40:12+00:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,4.919980925828125,4.919980925828125,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.079441541679836,2.078187804414417,0.0,2009-05-18 17:41:08+00:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,1.791759469228055,0.8302164293506276,5.288267030694535,0.0,0.0,0,0.6931471805599453,0.0,0.6931471805599453,2.19722457733622,2.196106056070029,1.9459101490553128,2009-05-18 17:43:36+00:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.4339872044851463,2.9444389791664403,6.779921907472252,0,0.6931471805599453,0.0,0.6931471805599453,2.302585092994046,2.3014891827211805,2.079441541679836,2009-05-18 18:35:49+00:00
buggy,buggy,buggy,clean,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.7755838982728773,5.717027701406222,5.087596335232384,5.697093486505405,1,0.6931471805599453,0.0,0.6931471805599453,2.3978952727983707,2.396644465495434,2.302585092994046,2009-05-18 21:03:12+00:00
buggy,buggy,buggy,clean,1.0986122886681098,1.6094379124341005,1.6094379124341005,0.3287111439903019,3.218875824868201,5.14166355650266,5.648974238161206,1,0.6931471805599453,0.0,1.0986122886681098,2.4849066497880004,2.4836909943326693,2.3978952727983707,2009-05-18 21:42:54+00:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.4504356653271184,3.332204510175204,3.9889840465642745,5.729016945834743,1,0.6931471805599453,0.0,1.3862943611198906,2.5649493574615367,2.5624412552257234,2.3978952727983707,2009-05-19 10:53:46+00:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.6094379124341005,0.2477493673920049,7.479299637782834,3.4011973816621555,5.721131112990814,0,0.6931471805599453,0.2231435513142097,1.6094379124341005,2.6390573296152584,2.6364610460307283,2.4849066497880004,2009-05-19 13:25:38+00:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341005,0.0,8.153349757998892,0,0.6931471805599453,0.0,0.6931471805599453,2.70805020110221,2.705621074061603,2.5649493574615367,2009-05-19 13:29:06+00:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.3862943611198906,1.9459101490553128,0.9723557736759038,4.663439094112067,2.4849066497880004,6.60777567871995,0,0.6931471805599453,1.6863989535702288,1.6094379124341005,0.0,0.0,2.6390573296152584,2009-05-23 20:16:51+00:00
buggy,clean,buggy,buggy,1.0986122886681098,1.3862943611198906,1.6094379124341005,0.5664531055592515,3.4657359027997265,2.079441541679836,5.612215281130711,0,1.0986122886681098,0.0,1.3862943611198906,2.772588722239781,2.7592974005106243,2.772588722239781,2009-05-23 21:18:52+00:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.3862943611198906,1.9459101490553128,0.6823956138966606,4.941642422609304,6.8001700683022,6.237890503044411,0,1.0986122886681098,0.0,1.6094379124341005,2.833213344056216,2.820402454964979,2.833213344056216,2009-05-24 00:12:23+00:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,4.418840607796598,0.0,0.0,0,0.0,0.0,0.0,2.8903717578961645,2.877491995244898,2.302585092994046,2009-05-24 07:35:20+00:00
buggy,clean,buggy,clean,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6921471226047923,4.02535169073515,4.0943445622221,5.773515812670876,1,1.0986122886681098,0.0,0.6931471805599453,2.9444389791664403,2.931949401401135,2.9444389791664403,2009-05-24 10:19:29+00:00
buggy,buggy,buggy,clean,1.0986122886681098,1.6094379124341005,2.3978952727983707,1.2621584004426212,4.90527477843843,4.0943445622221,5.7430031878094825,1,1.0986122886681098,0.538996500732687,1.791759469228055,2.995732273553991,2.9835589302206715,2.995732273553991,2009-05-24 13:14:23+00:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.4849066497880004,0.6931471805599453,6.742880635791903,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,3.044522437723423,3.0284675590591768,2.9444389791664403,2009-05-26 06:55:58+00:00
