buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
buggy,clean,clean,clean,1.0986122886681098,3.713572066704308,5.517452896464707,2.0364981157303497,10.54812702903103,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2011-07-03 12:31:21+02:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931290589064311,0.6931471805599453,2011-07-03 12:50:24+02:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,5.1298987149230735,0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0985898071499565,1.0986122886681098,2011-07-03 12:58:36+02:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.302585092994046,0.0,0.0,0,0.0,0.0,0.0,1.3862943611198906,1.3862604725904897,0.0,2011-07-03 13:10:32+02:00
clean,clean,clean,clean,0.0,0.0,0.6931471805599453,0.0,2.302585092994046,0.0,0.0,0,0.0,0.0,0.0,1.6094379124341005,1.6094079606266838,0.0,2011-07-03 13:12:24+02:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,5.123963979403259,0,0.6931471805599453,0.0,0.0,1.791759469228055,1.791308022888163,1.3862943611198906,2011-07-03 17:41:29+02:00
buggy,buggy,buggy,clean,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6886752261797221,1.6094379124341005,1.791759469228055,7.237778191923443,0,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553128,1.94533551532082,1.6094379124341005,2011-07-03 19:36:39+02:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341005,1.6094379124341005,6.617402977974478,0,0.6931471805599453,0.0,0.0,2.079441541679836,2.078934457373109,1.791759469228055,2011-07-03 19:39:14+02:00
buggy,buggy,buggy,clean,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.648798224360984,3.912023005428146,2.9444389791664403,6.102558594613569,0,0.6931471805599453,1.0986122886681098,0.6931471805599453,2.19722457733622,2.191624622154833,1.9459101490553128,2011-07-05 22:35:31+02:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,6.617402977974478,0,0.6931471805599453,0.0,0.0,2.302585092994046,2.2867043362451924,2.079441541679836,2011-07-10 09:28:57+02:00
