buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
clean,clean,clean,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-05-10 11:24:11-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.6094379124341005,2.19722457733622,1.100297244400559,6.182084906716632,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-05-10 12:20:50-07:00
buggy,clean,clean,clean,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.8911680533343831,5.7745515455444085,5.777652323222656,4.716264233493678,0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931175015159736,0.6931471805599453,2010-05-10 12:52:02-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,1.6094379124341005,0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0985019513547458,0.6931471805599453,2010-05-10 14:03:26-07:00
buggy,buggy,buggy,clean,1.3862943611198906,2.079441541679836,2.5649493574615367,1.3874753779560562,5.488937726156687,1.0986122886681098,3.2639962601486707,0,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,1.3861074897890449,1.3862943611198906,2010-05-10 15:16:25-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6561656283614696,4.983606621708336,4.499809670330265,4.990432586778736,0,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.6094379124341005,1.6070777958376568,1.3862943611198906,2010-05-11 15:31:32-07:00
clean,clean,buggy,buggy,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.1384998335815599,4.060443010546419,3.6375861597263857,5.204006687076795,0,0.6931471805599453,0.4054651081081644,1.0986122886681098,0.0,0.0,1.6094379124341005,2010-05-12 12:07:04-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,2.833213344056216,5.765191102784844,0,1.0986122886681098,0.0,0.6931471805599453,1.791759469228055,1.7875954917261514,1.791759469228055,2010-05-12 14:43:34-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,2.3978952727983707,5.713732805509369,0,1.0986122886681098,0.0,0.6931471805599453,1.9459101490553128,1.942252068162463,1.9459101490553128,2010-05-12 15:39:02-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.8107698646407651,3.58351893845611,4.174387269895637,5.103923228519813,0,1.0986122886681098,0.5108256237659907,1.3862943611198906,2.079441541679836,2.076175691352741,2.079441541679836,2010-05-12 16:18:42-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.537759167725679,4.30406509320417,3.1354942159291497,5.028256895446075,0,1.0986122886681098,0.0,1.3862943611198906,2.19722457733622,2.194085998170792,2.19722457733622,2010-05-12 18:38:51-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.079441541679836,1.9459101490553128,5.768320995793772,0,1.0986122886681098,0.0,0.6931471805599453,2.302585092994046,2.2996201600276245,2.302585092994046,2010-05-12 20:01:17-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.5683998214832845,4.143134726391533,5.017279836814924,5.032614200815031,0,1.0986122886681098,0.0,1.3862943611198906,2.3978952727983707,2.393269561284225,2.3978952727983707,2010-05-13 14:42:26-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.3862943611198906,1.6094379124341005,0.9873725961052996,4.23410650459726,3.258096538021482,4.388257184424518,0,1.0986122886681098,0.0,1.0986122886681098,2.4849066497880004,2.4784899372105387,2.4849066497880004,2010-05-14 11:38:44-07:00
buggy,clean,clean,clean,0.6931471805599453,1.9459101490553128,2.833213344056216,1.433522459909127,6.459904454377535,0.0,0.0,0,0.6931471805599453,0.4519851237430572,0.6931471805599453,0.0,0.0,0.0,2010-05-14 20:16:14-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.5396787396343569,5.198497031265826,4.248495242049359,4.918520005188451,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,2010-05-15 18:28:48-07:00
clean,clean,clean,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6917394065681255,0.0,2010-05-15 20:59:13-07:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.6094379124341005,2.079441541679836,1.0062602654769783,5.8664680569332965,5.501258210544727,4.428433007488037,0,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.0974937026598874,1.0986122886681098,2010-05-15 23:21:39-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6970230969671236,4.5217885770490405,2.3978952727983707,4.954652659345319,0,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,1.3854112958905314,1.3862943611198906,2010-05-15 23:52:42-07:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.6094379124341005,2.302585092994046,1.291118390871971,4.143134726391533,4.983606621708336,4.799228156407205,1,1.6094379124341005,0.6286086594223741,1.6094379124341005,1.3862943611198906,1.6069303131914918,2.833213344056216,2010-05-16 19:38:57-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.8860682651989686,4.248495242049359,2.4849066497880004,5.139712336371398,0,1.0986122886681098,0.0,1.0986122886681098,1.6094379124341005,1.78956749147617,1.791759469228055,2010-05-16 20:43:57-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.6094379124341005,0.956101957139862,5.278114659230517,0.0,0.0,0,0.0,0.0,0.0,1.791759469228055,1.9440307648366857,1.9459101490553128,2010-05-16 20:44:28-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6857338375272745,1.3862943611198906,1.6094379124341005,5.390212631252292,1,1.0986122886681098,0.0,1.0986122886681098,1.9459101490553128,2.077784066887137,2.079441541679836,2010-05-16 20:52:25-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.302585092994046,1.9459101490553128,5.502617830060767,1,0.6931471805599453,0.0,0.6931471805599453,2.079441541679836,2.1957353092385627,2.19722457733622,2010-05-16 21:01:57-07:00
buggy,clean,clean,clean,1.3862943611198906,2.079441541679836,2.8903717578961645,1.3984697266022474,5.537334267018537,4.990432586778736,3.5022629730371007,0,1.3862943611198906,1.421385680931161,1.9459101490553128,2.5649493574615367,2.5512575007212988,2.70805020110221,2010-05-17 14:14:00-07:00
clean,clean,clean,clean,0.0,0.0,3.49650756146648,0.0,7.013915474810528,0.6931471805599453,0.0,0,0.0,0.0,0.0,2.6390573296152584,2.6263179894711226,0.0,2010-05-17 14:32:13-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.791759469228055,0.8134533155359287,3.912023005428146,3.091042453358316,4.864452783918174,0,1.3862943611198906,0.0,1.791759469228055,2.70805020110221,2.696085688136863,2.70805020110221,2010-05-17 15:17:37-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,2.079441541679836,0,1.0986122886681098,0.0,0.0,2.772588722239781,2.761349752627217,2.772588722239781,2010-05-17 15:32:38-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.9459101490553128,1.2766349219939217,4.553876891600541,0.6931471805599453,4.77912349311153,0,1.3862943611198906,0.0,1.9459101490553128,0.6931471805599453,0.6861465463024115,2.833213344056216,2010-05-17 16:04:12-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.3862943611198906,2.3978952727983707,1.313085517514072,4.927253685157205,3.8501476017100575,4.874022234934325,0,1.6094379124341005,0.0,2.079441541679836,2.19722457733622,2.299195442322577,3.258096538021482,2010-05-17 17:02:16-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.6094379124341005,1.9459101490553128,1.1381869976953751,1.791759469228055,3.1780538303479458,4.951121166563848,1,1.6094379124341005,0.0,1.3862943611198906,2.302585092994046,2.394665573134348,3.295836866004329,2010-05-17 18:28:33-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.791759469228055,2.079441541679836,1.1355268677861567,4.30406509320417,3.258096538021482,4.844974178195408,0,1.6094379124341005,0.2231435513142097,1.6094379124341005,2.3978952727983707,2.4818221489858514,3.332204510175204,2010-05-17 19:40:06-07:00
clean,clean,clean,clean,1.0986122886681098,1.9459101490553128,2.772588722239781,1.5730283780350909,2.772588722239781,2.9444389791664403,3.5534829692484173,0,1.3862943611198906,0.0741079721537218,2.4849066497880004,2.4849066497880004,2.562076149792732,1.6094379124341005,2010-05-17 19:55:08-07:00
clean,clean,clean,clean,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6514372054716632,0.6931471805599453,1.791759469228055,4.785406236291025,0,1.0986122886681098,0.0,0.6931471805599453,2.5649493574615367,2.636382873564356,0.6931471805599453,2010-05-17 19:58:58-07:00
clean,clean,clean,clean,0.6931471805599453,1.0986122886681098,2.3978952727983707,1.431024385003006,5.187385805840755,3.044522437723423,4.601831284722577,0,1.0986122886681098,0.0,2.19722457733622,2.6390573296152584,2.705529298312981,1.0986122886681098,2010-05-17 20:13:04-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0492062368810471,5.53338948872752,4.624972813284271,5.422744944923089,0,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,1.0934758357938037,3.044522437723423,2010-05-17 22:22:13-07:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.5850274614570103,1.6094379124341005,3.091042453358316,4.448516375942715,0,1.0986122886681098,0.0,0.6931471805599453,2.833213344056216,2.821707130065935,1.9459101490553128,2010-05-18 00:19:31-07:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.6094379124341005,2.6390573296152584,1.39688472969095,6.113682179832232,5.501258210544727,4.666970586893538,0,1.6094379124341005,0.0,1.9459101490553128,2.70805020110221,2.7697658918062835,3.258096538021482,2010-05-18 00:31:32-07:00
clean,clean,clean,clean,0.0,0.0,0.0,0.0,0.0,0.0,5.3230099791384085,0,0.0,0.0,0.0,2.8903717578961645,2.879459355268919,0.0,2010-05-18 00:47:04-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.9459101490553128,2.3978952727983707,1.1854064848846926,5.123963979403259,4.983606621708336,4.71760561531788,0,1.3862943611198906,0.0,1.6094379124341005,2.8903717578961645,2.933968502373088,3.258096538021482,2010-05-18 02:03:03-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.6094379124341005,1.791759469228055,0.9729891792655444,4.653960350157523,3.7612001156935615,5.054971107916307,0,1.3862943611198906,0.0,1.3862943611198906,2.9444389791664403,2.9856294278551947,3.295836866004329,2010-05-18 03:31:43-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.9459101490553128,0.6931471805599453,6.248042874508429,0,1.3862943611198906,0.0,0.6931471805599453,2.995732273553991,3.0348885079437924,3.218875824868201,2010-05-18 03:39:48-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553128,0,1.0986122886681098,0.0,0.0,0.0,0.0,3.258096538021482,2010-05-18 09:41:36-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,2.3978952727983707,1.3516920868261062,5.953243334287785,4.882801922586371,4.778282803696737,0,1.0986122886681098,0.0,1.9459101490553128,2.772588722239781,2.8290204907373444,1.9459101490553128,2010-05-18 14:52:47-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,4.6443908991413725,0.6931471805599453,6.037870919922137,0,0.6931471805599453,0.0,0.6931471805599453,2.833213344056216,2.8863423270638515,2.079441541679836,2010-05-18 15:31:54-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.5434446483900099,2.079441541679836,1.3862943611198906,5.652489180268651,1,0.6931471805599453,0.0,1.0986122886681098,2.8903717578961645,2.9405939700972623,2.19722457733622,2010-05-18 15:47:32-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.791759469228055,0.8146310525322892,5.783825182329737,5.14166355650266,5.320078858329549,0,1.3862943611198906,0.0,1.791759469228055,1.3862943611198906,1.380952301812589,3.49650756146648,2010-05-18 15:55:57-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,6.263398262591624,1,0.6931471805599453,0.0,0.6931471805599453,2.9444389791664403,2.992007681766176,2.3978952727983707,2010-05-18 16:27:38-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.495674175149951,3.555348061489413,3.5263605246161616,5.714832310842786,0,1.3862943611198906,0.0,1.3862943611198906,3.044522437723423,3.0804405156226227,3.555348061489413,2010-05-18 16:43:27-07:00
clean,clean,clean,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.091042453358316,3.125302239456395,0.0,2010-05-18 17:13:05-07:00
buggy,clean,clean,clean,0.6931471805599453,1.0986122886681098,1.6094379124341005,0.9523035276898392,2.70805020110221,2.70805020110221,4.499809670330265,0,1.3862943611198906,0.0,1.0986122886681098,3.091042453358316,3.1682748882793463,2.5649493574615367,2010-05-18 17:20:41-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.4820447151981702,1.9459101490553128,2.079441541679836,4.269697449699962,1,1.0986122886681098,0.0,0.6931471805599453,2.995732273553991,3.0408676832686443,2.6390573296152584,2010-05-18 17:27:23-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.8829765093465046,4.532599493153256,5.062595033026967,5.485833740219095,0,1.3862943611198906,0.0,1.6094379124341005,3.1354942159291497,3.209346719497536,3.6375861597263857,2010-05-18 18:39:52-07:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.9459101490553128,2.19722457733622,6.280395838960195,1,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,3.4011973816621555,2010-05-18 20:18:43-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,4.875197323201151,0.0,0.0,0,0.0,0.0,0.0,3.1780538303479458,3.248427355713167,2.772588722239781,2010-05-18 23:20:31-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.791759469228055,2.079441541679836,1.140756669460104,3.6375861597263857,3.610917912644224,4.94571574799694,0,1.791759469228055,0.0,1.6094379124341005,3.218875824868201,3.286524359794372,3.713572066704308,2010-05-18 23:22:14-07:00
clean,clean,clean,clean,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.8665892198175564,2.079441541679836,2.079441541679836,4.765018886929988,0,1.3862943611198906,0.0,0.6931471805599453,3.258096538021482,3.323197895268569,2.8903717578961645,2010-05-18 23:37:45-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.947165105158341,3.1354942159291497,2.9444389791664403,5.47541697936084,1,1.6094379124341005,0.0,1.3862943611198906,3.295836866004329,3.358529828178104,3.7612001156935615,2010-05-19 00:16:56-07:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.7941912020469137,5.351858133476067,5.159055299214529,5.365976015021851,0,1.6094379124341005,0.0,1.3862943611198906,3.332204510175204,3.392567777059297,3.784189633918261,2010-05-19 01:43:06-07:00
buggy,buggy,buggy,clean,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.2805173232757677,4.8283137373023015,1.0986122886681098,1.5040773967762742,0,1.3862943611198906,0.0,0.0,0.0,0.0,3.80666248977032,2010-05-19 07:22:01-07:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.258096538021482,3.1354942159291497,4.795790545596741,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.693140680115973,0.6931471805599453,2010-05-19 07:28:51-07:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.5649493574615367,2.9444389791664403,4.820281565605037,0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0986056508238864,1.0986122886681098,2010-05-19 07:30:40-07:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,4.770684624465665,0,0.6931471805599453,0.0,0.0,1.3862943611198906,1.3862884076736333,1.3862943611198906,2010-05-19 07:31:21-07:00
buggy,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,4.770684624465665,0,0.6931471805599453,0.0,0.0,1.6094379124341005,1.6094323125479275,1.6094379124341005,2010-05-19 07:31:54-07:00
clean,clean,clean,clean,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.678515961623375,1.0986122886681098,1.3862943611198906,2.1400661634962708,1,1.6094379124341005,0.0,0.0,3.044522437723423,3.0855656547460386,3.828641396489095,2010-05-19 11:47:40-07:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.791759469228055,2.5649493574615367,1.4021753380141593,5.241747015059643,4.976733742420574,4.843530703107161,1,1.9459101490553128,0.0,2.079441541679836,3.091042453358316,3.1300840652203457,3.9318256327243257,2010-05-19 13:22:47-07:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,1.791759469228055,4.605170185988092,0,1.0986122886681098,0.0,0.6931471805599453,3.1354942159291497,3.1728528566198637,3.1780538303479458,2010-05-19 13:32:04-07:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.9459101490553128,0.0,4.77912349311153,0,1.0986122886681098,0.0,0.0,1.791759469228055,1.7891515987165372,1.9459101490553128,2010-05-20 10:56:48-07:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,2.3978952727983707,4.8283137373023015,0,1.0986122886681098,0.0,0.0,1.9459101490553128,1.9436722672399391,2.079441541679836,2010-05-20 10:58:38-07:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.6094379124341005,2.079441541679836,1.1971496387503011,2.995732273553991,2.70805020110221,4.788681510917635,0,1.791759469228055,1.0986122886681098,1.3862943611198906,3.367295829986474,3.4189372705525707,4.007333185232471,2010-05-21 15:07:23-07:00
