,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,popt,cErecall,cEprecision,cEfmeasure,cPMI,cIFA
Afwall,0.510204082,0.795275591,0.408898305,0.621538462,0.692129321,0.676757695,0.684400353,0.675448168,0.368083776,0.6045384825,0.228346457,0.341176471,0.273584906,0.236914601,5.0
Alfresco-android-app,0.0689655172413793,0.21428571428571425,0.11510791366906475,0.1043478260869565,0.5396968139773894,0.2700665188470066,0.2797095101564165,0.423031605416465,0.0507464162807739,0.4830116713901216,0.1071428571428571,0.053859649122807,0.0716440422322775,0.1633986928104575,31.5
AndroidAPS,0.40356789489737466,0.7651376146788991,0.2727272727272727,0.5285533454761548,0.7464258241090876,0.746007818649002,0.7461993874526001,0.745827756632987,0.4044096518258294,0.681843464578255,0.3155963302752294,0.30543167977670643,0.3103293369315056,0.2006403415154749,2.0
AntennaPod,0.2919595932018292,0.8779342723004695,0.31599162011173176,0.4380062522828352,0.7809713260943689,0.7682670522671271,0.7745700016309064,0.7599816169660164,0.3865731566069936,0.7362640266845767,0.3615023474178404,0.2212643678160919,0.27475490196078434,0.2115501519756839,4.0
AnySoftKeyboard,0.3721590909090909,0.6931216931216931,0.1798209926769731,0.4842883548983364,0.75665035022236,0.7513164595133581,0.753978688172687,0.7484946475322758,0.4038580707883497,0.7050135410561273,0.3756613756613756,0.2983193277310924,0.3325526932084309,0.1678420310296191,1.0
Atmosphere,0.48960740306692163,0.827536231884058,0.3517241379310344,0.6154013539651837,0.7431534232883558,0.7343359361102115,0.7391085962125667,0.7298465414237714,0.43919555036419705,0.7364405209019693,0.3420289855072463,0.3788366004988354,0.3593834828617437,0.254320987654321,7.0
ChatSecureAndroid,0.31927028557560067,0.78,0.3547717842323651,0.4571163825055597,0.7210995850622406,0.7131439614465613,0.7163907779050399,0.7110571515088637,0.34126168415193314,0.6507928834577406,0.24,0.17420541410425885,0.20041841004184102,0.23453608247422675,6.0
Conversations,0.424994742979488,0.7346437346437347,0.4205366357069143,0.5434511228941872,0.6622014640590492,0.6492437052262097,0.6573404424177884,0.6493685376540755,0.2970375004932428,0.5476533113801414,0.2039312039312039,0.2721330134120832,0.2336182336182336,0.2172965116279069,3.0
Facebook-android-sdk,0.2339449541284403,0.7083333333333334,0.3538135593220339,0.3507544207004848,0.6762005649717515,0.6742866923720211,0.675218768745331,0.6742538475502089,0.2435066364844909,0.6081974007246793,0.3055555555555556,0.205607476635514,0.2458100558659217,0.1948529411764706,19.0
K-9,0.1066709364255376,0.7981651376146789,0.3185763888888889,0.18841369897707924,0.7423497626783895,0.737854076209582,0.7393026197137802,0.735010682361839,0.2129627024286917,0.6593418008831113,0.3211009174311927,0.0720978281760522,0.1164954690316263,0.1972648155822627,12.0
Kiwix-android,0.44079159352682323,0.788,0.2507403751233958,0.5640280262373286,0.7703928923988153,0.7678021384814127,0.7685424200524817,0.7658390072082668,0.45063286117490997,0.7360634215340214,0.386,0.3538899430740038,0.36766046377198247,0.2177355502771179,3.0
Owncloud-android,0.35573615141537085,0.7889221556886228,0.2767753201396973,0.49030388245455914,0.755428607279039,0.7539686077936867,0.7548485668084409,0.7531847019153214,0.39288424646238695,0.6699134993570109,0.3263473053892216,0.2904492484377639,0.30812736237304117,0.1837231968810916,3.0
PageTurner,0.3,0.6052631578947368,0.2558139534883721,0.4035087719298245,0.6824663402692779,0.674043972301082,0.6784397111071566,0.6735049098025144,0.2806299603138728,0.6392869925854667,0.2894736842105263,0.25,0.2682926829268293,0.1739130434782608,1.0
Reddit,0.2222222222222222,0.5714285714285714,0.35,0.32,0.6107142857142857,0.6081871345029239,0.609449400220044,0.6087370006071651,0.1621725786483723,0.6088866579522373,0.4285714285714285,0.3333333333333333,0.375,0.1914893617021276,1.0
SeriesGuide,0.18738963340382253,0.7534965034965035,0.4315668202764976,0.2980570716052411,0.6571992523605427,0.6478608886518866,0.6516076001780244,0.6483118628145688,0.2039896338035039,0.5553482248195001,0.1888111888111888,0.10602352251493055,0.13565279052797585,0.2096905537459283,8.5
Wallpaper,0.4444444444444444,0.9,0.3781512605042016,0.5950413223140495,0.7609243697478991,0.7355052457205964,0.7481068543638792,0.7234151343430768,0.4529583858247316,0.5671930967995282,0.15,0.1935483870967742,0.1690140845070422,0.1949685534591195,2.0
Median,0.31927028557560067,0.7651376146788991,0.3181423611111111,0.4571163825055597,0.713208323618143,0.7080786738405391,0.7105568465867834,0.7048732455426518,0.33893851882891335,0.630320960102321,0.3055555555555556,0.2444444444444444,0.2682926829268293,0.19957310565635,4.0
